q0430  39:21.0-39:22.1  Я стараюсь!
q0431  39:22.8-39:24.8  - Ну же... - Боже! Ладно-ладно!
q0432  39:29.0-39:30.4  Что это было, Микаэл?
q0433  39:30.5-39:31.6  Успокойся.
q0434  39:31.6-39:33.4  Наверняка, сигнал. Такие же электропомехи
q0435  39:33.5-39:34.6  были на форпосте.
q0436  39:35.1-39:36.1  Оно усиливается.
q0437  39:36.1-39:37.2  Ну же!
q0438  39:37.3-39:38.8  Исходило оттуда.
q0439  39:39.2-39:40.0  Точно знаешь?
q0440  39:42.9-39:44.4  Говорит - исходит из той гряды.
q0441  39:50.1-39:51.7  Ну, давайте глянем.
q0442  39:51.8-39:53.2  Подлечу как можно ближе.
q0443  40:09.2-40:11.0  Полая Земля.
q0444  40:12.6-40:15.6  Мир, не тронутый человечеством.
q0445  40:16.1-40:21.1  Так себя чувствовал Нил Армстронг, ступив на Луну?
q0446  40:22.9-40:26.9  Это малый шаг для меня и гигантский скачок...
q0447  40:27.0-40:28.2  С кем ты говоришь?
q0448  40:28.3-40:31.4  Шутишь? В объектив? Это документальное кино.
q0449  40:31.5-40:32.8  Будь естественным. Иди.
q0450  40:32.9-40:35.3  - Ладно, просто... - Да... Второй дубль.
q0451  40:37.2-40:40.7  Полая Земля. Мир...
q0452  40:41.8-40:46.0  Так. Гряда, на которую указали, примерно в трех километрах впереди.
q0453  40:50.4-40:52.0  Меня здесь съедают заживо.
q0454  40:54.6-40:57.3  О, глянь! И я, наверное, вкусный.
q0455  40:58.1-40:59.3  Убей!
q0456  41:00.7-41:02.7  Только самки москитов пьют кровь.
q0457  41:03.1-41:04.6  Чтобы вырастить яйца.
q0458  41:07.1-41:08.6  Ей она нужна больше, чем мне.
q0459  41:23.9-41:24.7  Подождите.
q0460  41:26.0-41:26.9  Что?
q0461  41:27.5-41:29.7  - Почему остановились? - Сюда нельзя.
q0462  41:30.4-41:31.5  Что? Почему?
q0463  41:32.3-41:33.6  Надо обойти. Здесь что-то есть.
q0464  41:33.7-41:36.0  Где - здесь? Прямо здесь?
q0465  41:38.3-41:39.8  Нет. Ничего не улавливаю.
q0466  41:39.9-41:42.6  Нет. Тут попахивает неладным, и не только ты, Микаэл.
q0467  41:43.1-41:46.1  Чуете? Как гниющая плоть.
q0468  41:46.2-41:48.1  Наверное, ветер донес запах падали.
q0469  41:48.2-41:49.4  - Идем. - Микаэл, остановись.
q0470  41:49.5-41:52.7  Слушай, друг. Я буду полагаться на свой современный теплосканер,
q0471  41:52.8-41:58.3  а не на твое предчувствие Эйса Вентуры. Понял?
q0472  41:58.4-41:59.5  Не надо обзываться...
q0473  41:59.6-42:01.0  А если ты, чудик,
q0474  42:01.0-42:03.2  не заткнешься, я возьму твою камеру
q0475  42:03.3-42:06.0  и засуну тебе в зад. Я главный. Мы идем.
q0476  42:06.1-42:07.5  Послушаем кого-то спокойного?
q0477  42:07.6-42:09.9  Сказал - я главный. Я главный!
q0478  42:12.0-42:13.3  Бегите!
q0479  42:18.7-42:21.3  - Это было дерево! - Подождите.
q0480  42:21.4-42:22.8  Мы в безопасности.
q0481  42:22.8-42:25.4  - Так далеко они не дотягиваются. - Его съело дерево.
q0482  42:25.7-42:26.6  Что делаешь, док?
q0483  42:26.6-42:28.0  Звоню базе - пусть вывезут.
q0484  42:28.1-42:30.6  Он там стоял. Передо мной. А потом - дерево!
q0485  42:30.7-42:32.7  - Из ниоткуда! - Понимаю, старик. Тяжело.
q0486  42:32.8-42:35.3  Такова природа. Окровавлены зубы и когти.
q0487  42:36.0-42:40.3  Теннисон. Ты только что видел, как его сожрало растение-чудище,
q0488  42:40.4-42:42.7  и хочешь цитировать Теннисона? Тут, внизу?
q0489  42:42.8-42:45.5  Да, старик. Он всё об этом знал.
q0490  42:45.9-42:47.8  Пусть любовь охватит скорбь. Иди-ка.
q0491  42:49.3-42:51.7  Мы, люди, думаем, что уже не в пищевой цепи,
q0492  42:52.8-42:57.3  но, может, титаны здесь, чтобы нам напомнить.
q0493  42:58.8-43:01.3  По-моему, с тобой явно что-то не так.
q0494  43:02.6-43:04.1  - Ладно. - Ладно.
q0495  43:05.9-43:06.9  Не работает.
q0496  43:07.5-43:10.4  Лучше пойдем. Скорбеть будем позже.
q0497  43:11.9-43:12.9  Джиа. Идем.
q0498  43:13.4-43:14.5  - Идем, дружище. - Но...
q0499  43:14.6-43:16.7  Его съело дерево. Я не...
q0500  43:16.8-43:20.1  Я не хочу умереть так. Не от дерева.
q0501  43:23.1-43:24.7  КАДИС, ИСПАНИЯ
q0502  43:29.6-43:31.8  Башня, ближе подлететь не можем.
q0503  43:32.5-43:34.3  Годзилла сильно радиоактивен.
q0504  43:36.0-43:38.6  То, к чему он идет, очень его разозлило.
q0505  43:49.5-43:52.3  База вызывает 15 Альфа, прием.
q0506  43:54.6-43:56.2  15 Альфа отвечает.
q0507  43:56.3-43:59.6  Судя по траектории Годзиллы, он идет к Северному Ледовитому океану.
q0508  43:59.7-44:01.5  Какие в тех краях титаны?
q0509  44:04.2-44:05.2  КВИТОЯ, ТИТАН 019
q0510  44:05.3-44:07.0  Похоже, он охотится на Тиамат.
q0511  44:07.5-44:11.5  Засекреченный файл 324. Титан Тиамат.
q0512  44:11.5-44:15.7  Титан 19. Очень агрессивный, территориальный.
q0513  44:15.8-44:18.8  Вооружен острой, как бритва, чешуей.
q0514  44:18.9-44:21.4  Арктическое логово Тиамат находится на пути
q0515  44:21.5-44:24.1  электромагнитно заряженных солнечных ветров -
q0516  44:24.2-44:27.6  это крупнейшее хранилище энергии на Земле.
q0517  44:28.0-44:31.4  Если Годзилла одолеет Тиамат, он сверхзарядится.
q0518  44:40.2-44:41.2  Развалины.
q0519  44:42.1-44:43.5  Человеческая цивилизация?
q0520  44:44.8-44:46.3  Здесь, внизу?
q0521  44:53.5-44:55.2  Это символы моего народа!
q0522  44:55.3-44:56.1  Да.
q0523  44:57.5-45:01.0  Знаки старше, чем на Острове Черепа. Старше на века.
q0524  45:05.0-45:07.5  Но это архитектура иви.
q0525  45:13.6-45:15.5  Что с ними произошло?
q0526  45:40.3-45:41.7  Поразительно.
q0527  45:51.1-45:52.5  А это странно.
q0528  45:54.2-45:55.6  Здесь нет мха.
q0529  46:03.0-46:03.8  Эй!
q0530  46:09.7-46:10.7  Мотра.
q0531  46:11.3-46:14.3  Королева монстров. В Полой Земле.
q0532  46:14.4-46:16.7  Очевидно, она древнее, чем мы думали.
q0533  46:21.6-46:23.2  Это был храм...
q0534  46:23.3-46:24.7  ...место поклонения.
q0535  46:25.2-46:26.2  Да.
q0536  46:45.2-46:46.2  Нет-нет-нет.
q0537  46:54.3-46:55.2  Что это?
q0538  47:08.0-47:10.8  Это какая-то система водоснабжения.
q0539  47:12.3-47:15.5  Только древнее всех - месопотамской, лемурийской...
q0540  47:15.6-47:17.8  Эти люди были первыми.
q0541  47:21.1-47:22.3  И не заканчивается.
q0542  47:22.4-47:24.7  - Постой, постой. - Прости.
q0543  47:25.9-47:26.9  Что за...
q0544  47:27.9-47:29.0  Вот это улет.
q0545  47:30.4-47:32.2  Великие Малдер и Скалли, гляньте.
q0546  47:34.2-47:35.5  Кто мог это создать?
q0547  47:36.4-47:37.6  Древние инопланетные астронавты.
q0548  47:38.2-47:39.2  Да.
q0549  47:42.1-47:45.2  Посмотри. Вода течет снизу.
q0550  47:45.7-47:47.4  И это живое.
q0551  47:54.7-47:55.7  Да.
q0552  47:59.0-48:01.3  Какой-то биоэлектрический гул.
q0553  48:09.3-48:11.0  Сродни маскировке.
q0554  48:12.2-48:13.4  Ого.
q0555  48:19.1-48:20.2  Ей следует так делать?
q0556  48:20.7-48:22.4  Ей не следует так делать, верно?
q0557  48:39.1-48:40.5  Из моих снов.
q0558  48:41.5-48:43.3  Должно быть, это источник сигнала.
q0559  48:44.0-48:45.6  Нам надо его изучить.
q0560  48:45.7-48:46.7  Да.
q0561  53:26.9-53:29.9  СЕВЕРНЫЙ ЛЕДОВИТЫЙ ОКЕАН ТЕРРИТОРИЯ ТИАМАТ
q0562  53:30.3-53:33.7  15 Альфа докладывает базе. Мы проникаем на территорию Тиамат,
q0563  53:34.6-53:35.8  но что-то не так.
q0564  53:36.5-53:38.9  Энергия Тиамат искажает данные радара.
q0565  53:39.0-53:40.9  Мы не видим Годзиллу.
q0566  53:41.5-53:43.1  Дальше в секретном режиме.
q0567  53:43.2-53:45.0  - Да, сэр. - Пять узлов.
q0568  53:55.5-53:57.0  Мэйдей! Потушите!
q0569  54:52.6-54:53.7  Потушите!
q0570  54:54.0-54:55.4  - Доложите о ситуации! - Верно.
q0571  54:55.9-54:57.8  Он отправился в логово Тиамат.
q0572  55:13.0-55:14.1  Постой-постой.
q0573  55:21.0-55:22.0  Постой, что она сказала?
q0574  55:22.4-55:23.7  Она говорит: мы не одни.
q0575  55:23.8-55:25.7  Видите? Я знал. Я что-то чувствовал.
q0576  55:29.5-55:30.4  Ну идите сюда.
q0577  55:36.8-55:37.6  Иди!
q0578  55:38.0-55:39.0  О Боже.
q0579  55:40.1-55:43.2  - О Боже. - Я кладу.
q0580  56:09.8-56:11.2  Боже мой.
q0581  56:12.4-56:13.6  Боже.
q0582  56:21.8-56:22.9  Что?
q0583  56:24.5-56:27.7  Это вся цивилизация иви, сохранившаяся в Полой Земле.
q0584  56:29.4-56:31.3  Эти сооружения будто высечены
q0585  56:31.4-56:33.7  из громадного кварцевого кристалла.
q0586  56:33.8-56:35.2  Должно быть, их источник энергии.
q0587  56:35.3-56:38.4  Я чувствую энергию, но будем сдержанны, ладно?
q0588  56:39.5-56:41.5  Я чувствую их мысли.
q0589  56:49.7-56:54.1  Боже мой. Незарегистрированный вихрь.
q0590  56:54.2-56:56.0  Похоже, даже несколько.
q0591  56:56.1-56:59.7  Проходы на поверхность Земли. Выведут куда угодно.
q0592  56:59.8-57:01.7  О! Невероятно.
q0593  57:05.2-57:07.3  Смотрите им в глаза. Это считается вежливым.
q0594  57:10.6-57:12.7  Да, у меня не получается.
q0595  57:39.1-57:40.5  Как они общаются?
q0596  57:41.0-57:42.6  Телепатически.
q0597  57:51.9-57:53.8  - Ладно. Нет, я, нет-нет! - По-моему, она ведет ее к...
q0598  57:53.9-57:54.9  Вы не можете ее увести.
q0599  57:54.9-57:56.7  - Я пойду с ней! - Так. Не сопротивляемся.
q0600  57:56.7-57:58.8  - Постой. - Я не знаю, куда она ее ведет!
q0601  58:03.7-58:05.3  Всё в порядке.
q0602  58:08.1-58:09.2  Хорошо.
q0603  59:08.0-59:09.1  Идем.
q0604  59:26.7-59:27.6  Можно?
q0605  59:28.9-59:30.1  Спасибо.
q0606  59:30.9-59:32.2  Всё исходило отсюда.
q0607  59:32.9-59:34.0  Конечно.
q0608  59:34.5-59:35.5  Что она говорит, док?
q0609  59:37.9-59:39.9  Сигнал, за которым мы следовали, это...
q0610  59:42.1-59:43.7  Это просьба иви о помощи.
q0611  59:56.0-59:59.9  Значит, они шлют сигнал SOS. А дальше?
q0612  60:00.0-60:01.6  Годзилла его слышит?
q0613  60:01.7-60:04.2  Да. Они его разбудили.
q0614  60:04.2-60:06.8  Зачем посылать SOS? Они живут в дыре жутких монстров.
q0615  60:06.9-60:08.1  Что могло их испугать?
q0616  60:08.2-60:10.5  Эй. Она понимает всё, что ты говоришь.
q0617  60:10.6-60:12.2  - Она меня понимает? - А, хорошо.
q0618  60:13.1-60:17.6  А дыра жутких монстров - чудесное место для заботы о семье.
q0619  61:15.3-61:16.6  Ничего себе.
q0620  61:17.6-61:20.2  Всё помещение покрыто письменами иви.
q0621  61:25.2-61:28.1  Здесь написано, что сначала
q0622  61:28.2-61:30.6  Полая Земля и мир на поверхности гармонировали.
q0623  61:32.1-61:34.4  Титаны были хранителями природы...
q0624  61:35.5-61:39.0  ...и великие обезьяны стали стражами человечества.
q0625  61:43.1-61:45.3  Но огромное зло угрожало миру.
q0626  61:45.3-61:50.9  Могучая и безжалостная обезьяна, жаждущая завоевать мир на поверхности,
q0627  61:51.0-61:54.2  вела свое племя воевать с тем, кого они называют
q0628  61:55.0-61:57.0  Монстром, съевшим звезду.
q0629  61:57.5-61:58.6  Годзилла.
q0630  61:59.2-62:00.6  Это не всё.
q0631  62:00.7-62:03.7  Война с обезьянами чуть не уничтожила Годзиллу.
q0632  62:03.8-62:05.5  Но после великой битвы
q0633  62:05.6-62:09.1  он заточил обезьян в огненном царстве Полой Земли.
q0634  62:09.2-62:13.4  Их ложный король рвется на поверхность.
q0635  62:13.5-62:16.7  Иви называют его Король Скар.
q0636  70:02.5-70:04.6  Заключенный в их подземном царстве,
q0637  70:04.7-70:07.2  Король Скар обрел ужасающую мощь.
q0638  70:07.3-70:10.1  Древнего титана Шимо.
q0639  70:14.6-70:16.6  Он контролирует ее болью.
q0640  70:17.5-70:19.9  Она вызвала последний ледниковый период.
q0641  70:21.9-70:23.7  Мы привели Конга сюда, вниз.
q0642  70:23.7-70:25.9  Он искал других себе подобных,
q0643  70:26.0-70:27.4  идя всё дальше в Полую Землю
q0644  70:27.4-70:29.4  и приближаясь к их тюрьме.
q0645  70:29.5-70:32.0  Иви знали - это лишь вопрос времени,
q0646  70:32.1-70:34.2  и поэтому они просили помощи,
q0647  70:34.2-70:35.9  и поэтому Годзилла меняется.
q0648  70:37.0-70:38.2  Он готовится к Третьей мировой.
q0649  70:38.3-70:42.0  Но в прошлый раз он едва выжил. Что Годзилла будет делать один?
q0650  70:44.3-70:45.7  Он будет не один.
q0651  70:46.9-70:49.4  Иви считают, что, когда приблизится конец света,
q0652  70:50.1-70:51.8  один из их народа вернется
q0653  70:52.7-70:55.9  и разбудит Мотру, защитницу иви
q0654  70:56.0-70:58.6  и древнюю союзницу Годзиллы.
q0655  70:58.7-71:02.9  Они верят, что их спасителем будет некий иви с Острова Черепа.
q0656  71:05.8-71:08.1  Огромная ответственность для одного ребенка.
q0657  73:21.8-73:24.9  Воздушная группа Монарх - базе: отслеживаем местонахождение Годзиллы.
q0658  73:25.5-73:28.3  Мы закрыли судоходные пути в радиусе 500 км.
q0659  73:28.4-73:31.6  Судя по показателям плазмы: он поглощает всё.
q0660  73:48.7-73:51.0  Знаешь, став матерью, я дала себе обещание.
q0661  73:51.9-73:55.4  Сказала себе: чем бы ни пришлось жертвовать,
q0662  73:55.5-74:00.7  от чего бы ни пришлось отказаться, я сделаю так, как лучше для этой девочки.
q0663  74:04.2-74:07.0  Но не думала, что отказываться придется от нее.
q0664  74:08.3-74:09.5  Слушай, ты этого не знаешь.
q0665  74:09.5-74:10.5  Правда?
q0666  74:11.2-74:14.7  Траппер, до прибытия сюда она сказала, что ей нигде не место.
q0667  74:16.0-74:20.3  Если она хочет такой жизни, то я должна от нее отказаться.
q0668  74:31.1-74:34.2  У меня кружится голова, или всё кажется легче?
q0669  74:35.7-74:37.2  Постой-постой.
q0670  74:39.2-74:42.4  Что они делают? Наверняка, весит тонну.
q0671  74:42.5-74:45.3  Да. Не знаю, как они это делают,
q0672  74:45.4-74:47.9  но они как-то могут перемещать пирамиды,
q0673  74:48.0-74:50.5  и это нарушает силу притяжения,
q0674  74:50.6-74:52.6  и так они управляют своим городом.
q0675  74:52.7-74:56.6  Целая цивилизация опирается на манипулирование гравитацией.
q0676  74:56.6-74:58.5  Вот бы я вещал это вживую!
q0677  74:58.6-75:00.1  Что будешь с этим делать, Берн?
q0678  75:01.8-75:05.6  Слушай, я знаю, что ты думаешь, но ты не понимаешь. Ясно?
q0679  75:06.2-75:08.2  То, что я пережил и видел...
q0680  75:08.3-75:10.3  Но никто мне не верит.
q0681  75:12.3-75:13.4  Это место...
q0682  75:14.7-75:17.2  Это место особенное, старик. Магическое.
q0683  75:18.4-75:19.8  Думаешь, долго таким останется,
q0684  75:19.9-75:21.8  если ты начнешь всё выставлять?
q0685  75:22.5-75:26.0  Взять любое уединенное племя или общину -
q0686  75:26.0-75:28.9  многие ли выживают после контакта с внешним миром?
q0687  75:32.2-75:33.8  По-моему, ты великолепен.
q0688  75:34.4-75:36.1  Однажды ты уже спас мир.
q0689  75:36.2-75:37.5  Этого у тебя не отнять.
q0690  75:40.0-75:43.1  Можешь сказать это еще раз? Последние предложения, чтобы я записал.
q0691  75:43.1-75:44.2  Что?
q0692  75:47.0-75:49.8  Ну, мы должны выяснить, что это было, так?
q0693  76:27.4-76:28.7  Боже мой.
q0694  76:36.7-76:38.4  Это Мини-Конг?
q0695  76:40.8-76:42.0  Как они нашли это место?
q0696  76:42.1-76:43.8  Должно быть, он почуял Джиа.
q0697  77:27.3-77:29.5  Я потерял дом.
q0698  77:39.4-77:40.5  Рука выглядит плохо.
q0699  77:40.5-77:42.8  Да. Более чем плохо.
q0700  77:43.8-77:45.1  Это обморожение.
q0701  77:49.9-77:51.2  Пойду осмотрю.
q0702  79:20.2-79:22.6  Внимание, другой энергетический профиль.
q0703  79:22.7-79:25.2  Боже. Он изменился.
q0704  79:32.0-79:35.0  Я знаю. Никто не любит зубного врача.
q0705  79:36.5-79:38.6  Осмотрим твою руку, великан.
q0706  79:42.8-79:44.4  Траппер, похоже, рана серьезная.
q0707  79:44.5-79:48.0  Да, нехорошо. Вижу повреждение нервов,
q0708  79:48.1-79:50.4  значительную потерю тканей.
q0709  79:50.5-79:51.7  Что будем делать?
q0710  79:51.8-79:53.9  С одной рукой он здесь и дня не протянет.
q0711  79:55.3-79:57.6  Связи с поверхностью всё еще нет.
q0712  79:58.2-80:00.8  Кажется, на форпосте были какие-то материалы,
q0713  80:00.9-80:01.7  их можно использовать.
q0714  80:01.8-80:03.7  Вряд ли громадная шина решит проблему.
q0715  80:03.8-80:05.9  Я говорил не о гипсе.
q0716  80:07.1-80:09.4  Я имел в виду...
q0717  80:11.3-80:12.4  проект Силовая станция.
q0718  80:13.8-80:14.9  Ты ведь не серьезно?
q0719  80:15.0-80:16.5  О, я жутко серьезен.
q0720  80:17.4-80:19.8  Прототип был почти завершен, когда финансирование отозвали.
q0721  80:20.7-80:22.6  Ну так почему ты еще здесь?
q0722  80:22.7-80:23.8  И я тебя люблю, док.
q0723  80:24.9-80:27.8  Что за проект Силовая станция?
q0724  80:30.8-80:33.6  После Мехагодзиллы мы поняли, что некоторые угрозы
q0725  80:33.7-80:35.3  не может устранить даже Конг.
q0726  80:35.4-80:40.0  Поэтому мы начали работать над... улучшениями.
q0727  80:42.5-80:44.1  Постой, какими улучшениями?
q0728  80:47.2-80:50.8  Идею делать сильнее одного из сильнейших титанов восприняли плохо.
q0729  80:50.9-80:52.1  Нашу работу остановили.
q0730  80:55.9-80:58.9  К счастью для нас, прототип уже был доставлен
q0731  80:59.0-81:00.1  на Полую Землю для тестирования.
q0732  81:01.1-81:04.6  Он на складе вооружения первого форпоста.
q0733  81:19.9-81:20.8  СБРОСИТЬ ГРУЗ
q0734  81:24.0-81:25.4  Включен автопилот.
q0735  81:45.0-81:46.3  Ну как вам это?
q0736  81:46.4-81:48.7  Отпадное упрочнение, Траппер.
q0737  81:48.8-81:51.2  Для мистера Конга - только лучшее.
q0738  82:15.2-82:16.4  Ладно, готов приступить.
q0739  82:19.1-82:21.7  Инъекции должны излечить обморожения.
q0740  82:31.5-82:32.9  Так, он встает.
q0741  82:33.4-82:34.6  Он двигается.
q0742  82:38.9-82:39.9  У тебя получится.
q0743  82:49.3-82:50.9  Не завершена, но должна держаться.
q0744  82:51.0-82:52.1  Выглядит хорошо, Траппер.
q0745  82:52.2-82:53.6  Чертовски хорошо.
q0746  83:01.1-83:02.7  - Вот так. - Да.
q0747  83:03.4-83:06.0  Либо ему понравится, либо он сдерет ее зубами.
q0748  83:13.4-83:15.8  Похоже, она ему нравится! Да?
q0749  83:37.9-83:38.7  Король Скар.
q0750  83:44.1-83:46.3  Эй! Что ты ему сказала?
q0751  83:47.4-83:49.1  Сказала, что нам нужна помощь.
q0752  83:52.0-83:53.1  Куда он идет?
q0753  83:53.2-83:56.1  Годзилла не придет, если Конг его не приведет.
q0754  83:56.2-83:58.8  В их последнюю встречу Конг чуть не погиб.
q0755  83:59.3-84:00.8  Он жутко рискует.
q0756  84:03.2-84:05.9  Идя на его территорию, Конг может начать войну.
q0757  84:05.9-84:08.2  Да, миссия самоубийцы.
q0758  84:08.3-84:10.9  Но если Конг приведет Годзиллу сюда,
q0759  84:11.0-84:12.8  они могут защитить Полую Землю,
q0760  84:12.9-84:15.3  и тогда есть шанс, что
q0761  84:15.4-84:18.7  Годзилла не даст Королю Скару и Шимо выйти на поверхность.
q0762  84:31.3-84:34.6  КАИР, ЕГИПЕТ
q0763  85:28.9-85:32.0  ГИБРАЛТАР
q0764  86:19.4-86:22.9  Мы полностью уверены, что она может?
q0765  86:23.4-86:25.0  Для этого Джиа звали сюда.
q0766  86:25.5-86:28.7  Лишь иви с Острова Черепа может разбудить Мотру.
q0767  86:29.2-86:32.6  Мотра - ключ, чтобы Годзилла охранял это место
q0768  86:32.7-86:34.7  и проходы на поверхность.
q0769  86:42.8-86:45.1  С ней всё будет хорошо.
q0770  87:45.5-87:47.7  Эй, она эвакуирует жителей селения.
q0771  87:51.5-87:54.2  Гравитация! Пирамиды и гравитация.
q0772  87:54.2-87:55.7  Да, понял! Теперь понял!
q0773  87:55.7-87:56.9  - Расскажешь по пути. - Вперед!
q0774  87:57.0-87:59.5  Пока мы тут палим наугад,
q0775  87:59.6-88:02.4  я могу взять ВСПЗ? Собрать подкрепление.
q0776  88:02.5-88:04.5  Подняться наверх? Нет времени.
q0777  88:04.6-88:06.2  Нет, эта затея куда более странная.
q0778  91:36.1-91:38.1  Ладно, мы под пирамидами.
q0779  91:38.2-91:39.1  Что теперь?
q0780  91:39.2-91:40.4  Гравитация.
q0781  91:41.3-91:42.4  Технология иви.
q0782  91:56.6-91:57.7  В результате реакции
q0783  91:57.8-92:00.2  жидкий металл становится инженерно-техническим механизмом,
q0784  92:00.3-92:03.0  сжимающим электромагнитные пирамиды,
q0785  92:03.1-92:05.1  вызывая антигравитационную волну.
q0786  92:05.2-92:07.5  Но всего на несколько минут. Или меньше.
q0787  92:07.5-92:09.9  Это должно не подпустить их к порталам.
q0788  92:10.0-92:13.3  Потом всё, что наверху, рухнет вниз.
q0789  92:31.9-92:32.9  Они здесь.
q0790  92:58.4-92:59.7  Не удастся. Нет времени.
q0791  92:59.8-93:01.0  Надо их замедлить.
q0792  93:01.1-93:02.3  Да, но что еще можем сделать?
q0793  93:04.5-93:06.1  Брачный сезон вертасинов.
q0794  93:09.1-93:10.0  Не может быть!
q0795  93:28.4-93:30.0  Карета подана.
q0796  93:30.1-93:32.1  - Поцелую тебя в губы! - Заходите.
q0797  93:35.4-93:37.0  Пристегнитесь, красавцы.
q0798  93:37.1-93:38.3  Улетаем. Да!
q0799  94:40.9-94:42.4  Нет! Двигатель заглох.
q0800  94:42.5-94:45.7  Гравитационная волна повредила аккумуляторную штуковину.
q0801  95:22.4-95:24.3  Да!
q0802  95:24.4-95:25.9  Она защищает порталы.
q0803  96:37.5-96:39.2  Боже!
q0804  97:10.8-97:15.0  РИО-ДЕ-ЖАНЕЙРО, БРАЗИЛИЯ
q0805  103:42.2-103:43.3  Смотри.
q0806  103:44.8-103:47.2  Джиа, ты цела и невредима. Иди ко мне!
q0807  104:01.7-104:03.3  Я очень тобой горжусь.
q0808  104:05.6-104:06.5  Послушай, я...
q0809  104:21.1-104:23.2  Я знаю, что здесь
q0810  104:23.7-104:25.4  ты чувствуешь себя как дома.
q0811  104:28.2-104:30.0  И я хочу, чтобы ты знала:
q0812  104:30.4-104:33.2  что бы ты ни решила,
q0813  104:33.3-104:34.6  я тебя поддержу.
q0814  104:36.2-104:37.7  О чем ты говоришь?
q0815  104:37.8-104:38.9  О чем я...
q0816  104:39.0-104:40.7  Мне казалось, ты хочешь остаться.
q0817  104:42.3-104:44.5  Куда бы ни направлялись, что бы ни делали,
q0818  104:44.5-104:46.3  мы делаем это вместе.
q0819  104:47.4-104:51.0  Это место могло бы быть твоим домом.
q0820  104:52.1-104:53.0  Я...
q0821  104:53.9-104:55.8  Мой дом - ты.
q0822  105:12.2-105:13.2  Всё в порядке? Да?
q0823  105:13.3-105:14.3  Да.
q0824  105:33.0-105:35.9  Спасибо, спасибо вам. Да, спасать мир - это по-нашему.
q0825  114:30.5-114:32.5  Перевод субтитров: Юлия Матусевич
